C, tp=0, ts=0, x0=373321178, x1=1000005
B, tp=5, ts=5, x0=436088119, x1=906041147
C, tp=5, ts=5, x0=690077286, x1=1000002
C, tp=5, ts=5, x0=709696133, x1=1000001
B, tp=5, ts=5, x0=949327998, x1=77044689
B, tp=5, ts=5, x0=872925836, x1=977607721
B, tp=5, ts=5, x0=614127737, x1=893940073
B, tp=5, ts=5, x0=695601063, x1=501585108
B, tp=5, ts=5, x0=856363460, x1=336121308
A, tp=5, ts=5, x0=441066877, x1=18
C, tp=5, ts=5, x0=571398752, x1=1000001
B, tp=5, ts=5, x0=571619243, x1=935910567
B, tp=5, ts=5, x0=140785086, x1=661088761
B, tp=5, ts=5, x0=815657273, x1=650010874
C, tp=5, ts=5, x0=864198855, x1=1000001
C, tp=5, ts=5, x0=652983533, x1=1000003
B, tp=5, ts=5, x0=553029799, x1=370078390
B, tp=5, ts=5, x0=388484921, x1=922249943
B, tp=5, ts=5, x0=175696530, x1=169634852
B, tp=5, ts=5, x0=329629470, x1=41193408
B, tp=5, ts=5, x0=124810416, x1=953577469
B, tp=5, ts=5, x0=599144228, x1=576201671
B, tp=5, ts=5, x0=146398613, x1=35212550
A, tp=5, ts=5, x0=467163946, x1=123367804
C, tp=5, ts=5, x0=69611523, x1=1000001
C, tp=5, ts=5, x0=322855819, x1=1000010
C, tp=5, ts=5, x0=67188562, x1=1000005
C, tp=5, ts=5, x0=231429922, x1=1000006
B, tp=5, ts=5, x0=256930881, x1=760284901
C, tp=5, ts=5, x0=180051290, x1=1000001
B, tp=5, ts=5, x0=323228446, x1=792133373
B, tp=5, ts=5, x0=244968755, x1=719148841
B, tp=5, ts=5, x0=778205411, x1=113724114
B, tp=5, ts=5, x0=739860147, x1=296595280
B, tp=5, ts=5, x0=801990743, x1=927225659
B, tp=5, ts=5, x0=527949873, x1=784980377
A, tp=5, ts=5, x0=694752495, x1=5
C, tp=5, ts=5, x0=687764911, x1=1000001
B, tp=5, ts=5, x0=275900993, x1=248678537
C, tp=5, ts=5, x0=592110867, x1=1000001
A, tp=5, ts=5, x0=750867561, x1=15
C, tp=5, ts=5, x0=157282285, x1=1000001
C, tp=5, ts=5, x0=664667688, x1=1000001
B, tp=5, ts=5, x0=111353540, x1=906133317
B, tp=5, ts=5, x0=908150190, x1=632058118
C, tp=5, ts=5, x0=896851265, x1=1000027
A, tp=5, ts=5, x0=659389504, x1=5
A, tp=5, ts=5, x0=331827765, x1=4
B, tp=5, ts=5, x0=331827765, x1=355696454
B, tp=5, ts=5, x0=112106151, x1=346387752
C, tp=5, ts=5, x0=285461044, x1=1000008
B, tp=5, ts=5, x0=386583758, x1=705737703
B, tp=5, ts=5, x0=447961314, x1=452606372
B, tp=5, ts=5, x0=686982759, x1=475246983
B, tp=5, ts=5, x0=980183835, x1=490079922
C, tp=5, ts=5, x0=421569575, x1=1000001
B, tp=5, ts=5, x0=450691329, x1=124350412
C, tp=5, ts=5, x0=502610001, x1=1000040
C, tp=5, ts=5, x0=834764674, x1=1000001
A, tp=5, ts=5, x0=226423130, x1=85
B, tp=5, ts=5, x0=226423130, x1=246521634
C, tp=5, ts=5, x0=801710483, x1=1000004
C, tp=5, ts=5, x0=272344732, x1=1000026
B, tp=5, ts=5, x0=413918249, x1=231991604
B, tp=5, ts=5, x0=912179499, x1=520987239
B, tp=5, ts=5, x0=243818792, x1=256600881
A, tp=5, ts=5, x0=670152863, x1=532832423
B, tp=5, ts=5, x0=383674945, x1=197695802
C, tp=5, ts=5, x0=461623520, x1=1000001
C, tp=5, ts=5, x0=818052756, x1=1000001
B, tp=5, ts=5, x0=678684290, x1=534482595
C, tp=5, ts=5, x0=690724178, x1=1000002
B, tp=5, ts=5, x0=930361149, x1=585658663
B, tp=5, ts=5, x0=577662247, x1=335481037
A, tp=5, ts=5, x0=873654257, x1=4
C, tp=5, ts=5, x0=68421443, x1=1000001
C, tp=5, ts=5, x0=864335986, x1=1000001
C, tp=5, ts=5, x0=311955376, x1=1000001
B, tp=5, ts=5, x0=873654257, x1=286702562
C, tp=5, ts=5, x0=228232314, x1=1000001
B, tp=5, ts=5, x0=388957003, x1=146911981
B, tp=5, ts=5, x0=726215953, x1=912154881
B, tp=5, ts=5, x0=615848887, x1=270788265
C, tp=5, ts=5, x0=870763745, x1=1000001
C, tp=5, ts=5, x0=427655005, x1=1000006
A, tp=5, ts=5, x0=844116538, x1=4
B, tp=5, ts=5, x0=989596219, x1=449146585
B, tp=5, ts=5, x0=3455229, x1=786529432
C, tp=5, ts=5, x0=843692251, x1=1000001
C, tp=5, ts=5, x0=198977716, x1=1000004
B, tp=5, ts=5, x0=317142647, x1=160009329
C, tp=5, ts=5, x0=89594350, x1=1000001
C, tp=5, ts=5, x0=950512969, x1=1000001
B, tp=5, ts=5, x0=203784348, x1=414872463
C, tp=5, ts=5, x0=359213953, x1=1000001
B, tp=5, ts=5, x0=428666396, x1=960302811
C, tp=5, ts=5, x0=480977736, x1=1000001
B, tp=5, ts=5, x0=696910210, x1=34483476
C, tp=5, ts=5, x0=179125488, x1=1000008
B, tp=5, ts=5, x0=917698422, x1=414872563
C, tp=5, ts=5, x0=444454683, x1=1000001
B, tp=5, ts=5, x0=44442322, x1=58238799
C, tp=5, ts=5, x0=211863990, x1=1000001
B, tp=5, ts=5, x0=168879180, x1=28913740
A, tp=5, ts=5, x0=818537305, x1=4
B, tp=5, ts=5, x0=936550613, x1=748653380
B, tp=5, ts=5, x0=988075834, x1=738345710
B, tp=5, ts=5, x0=952030321, x1=622667632
B, tp=5, ts=5, x0=412339984, x1=838362102
B, tp=5, ts=5, x0=425894015, x1=646889384
B, tp=5, ts=5, x0=423932921, x1=258539742
B, tp=5, ts=5, x0=506275577, x1=502417037
C, tp=5, ts=5, x0=857157061, x1=1000002
B, tp=5, ts=5, x0=252081198, x1=216826825
B, tp=5, ts=5, x0=310638857, x1=206544003
B, tp=5, ts=5, x0=458557150, x1=246104738
B, tp=5, ts=5, x0=625158920, x1=199372115
B, tp=5, ts=5, x0=331874525, x1=284119796
B, tp=5, ts=5, x0=685028005, x1=395919090
C, tp=5, ts=5, x0=559394660, x1=1000001
B, tp=5, ts=5, x0=343583438, x1=537877878
B, tp=5, ts=5, x0=698082212, x1=573197082
B, tp=5, ts=5, x0=115972229, x1=148339581
C, tp=5, ts=5, x0=52572172, x1=1000005
B, tp=5, ts=5, x0=786289146, x1=166983654
B, tp=5, ts=5, x0=105099612, x1=950225383
A, tp=5, ts=5, x0=653670050, x1=4
C, tp=5, ts=5, x0=852667654, x1=1000011
B, tp=5, ts=5, x0=711682632, x1=660191931
B, tp=5, ts=5, x0=218735472, x1=654888110
B, tp=5, ts=5, x0=172676120, x1=820025926
B, tp=5, ts=5, x0=681491908, x1=314000928
B, tp=5, ts=5, x0=339800891, x1=988522336
C, tp=5, ts=5, x0=273864379, x1=1000001
C, tp=5, ts=5, x0=228198740, x1=1000001
B, tp=5, ts=5, x0=937784792, x1=709781024
C, tp=5, ts=5, x0=455577516, x1=1000003
B, tp=5, ts=5, x0=710218896, x1=47294798
B, tp=5, ts=5, x0=611853524, x1=458259512
B, tp=5, ts=5, x0=758899736, x1=66798126
B, tp=5, ts=5, x0=971150843, x1=674720358
B, tp=5, ts=5, x0=241975053, x1=108714866
B, tp=5, ts=5, x0=670201220, x1=237640774
B, tp=5, ts=5, x0=409579984, x1=357026584
B, tp=5, ts=5, x0=970369025, x1=174774217
C, tp=5, ts=5, x0=755850863, x1=1000001
B, tp=5, ts=5, x0=40939725, x1=224997662
C, tp=5, ts=5, x0=233887840, x1=1000001
C, tp=5, ts=5, x0=124964149, x1=1000001
C, tp=5, ts=5, x0=859819760, x1=1000002
C, tp=5, ts=5, x0=518895789, x1=1000001
A, tp=5, ts=5, x0=527085826, x1=8
B, tp=5, ts=5, x0=310221081, x1=143258177
B, tp=5, ts=5, x0=347656082, x1=197275155
B, tp=5, ts=5, x0=170746125, x1=602277870
B, tp=5, ts=5, x0=202303924, x1=905834351
C, tp=5, ts=5, x0=49580469, x1=1000001
C, tp=5, ts=5, x0=262645346, x1=1000001
B, tp=5, ts=5, x0=115330464, x1=478933500
C, tp=5, ts=5, x0=734032045, x1=1000003
C, tp=5, ts=5, x0=919287281, x1=1000001
B, tp=5, ts=5, x0=761679016, x1=431466271
C, tp=5, ts=5, x0=776955025, x1=1000001
B, tp=5, ts=5, x0=537288996, x1=507246148
B, tp=5, ts=5, x0=475626737, x1=383272000
A, tp=5, ts=5, x0=202610139, x1=14
C, tp=5, ts=5, x0=593248249, x1=1000001
A, tp=5, ts=5, x0=439229675, x1=6
A, tp=5, ts=5, x0=190173968, x1=4
C, tp=5, ts=5, x0=530504852, x1=1000002
B, tp=5, ts=5, x0=599335175, x1=365752673
B, tp=5, ts=5, x0=936782327, x1=246008928
C, tp=5, ts=5, x0=991478495, x1=1000005
A, tp=5, ts=5, x0=236590411, x1=15
B, tp=5, ts=5, x0=986696349, x1=39879059
A, tp=5, ts=5, x0=963873984, x1=8
C, tp=5, ts=5, x0=234477278, x1=1000004
B, tp=5, ts=5, x0=541593313, x1=179420667
C, tp=5, ts=5, x0=652304379, x1=1000001
B, tp=5, ts=5, x0=436668809, x1=312864208
B, tp=5, ts=5, x0=84043681, x1=470604021
B, tp=5, ts=5, x0=485881181, x1=893089845
C, tp=5, ts=5, x0=649051726, x1=1000003
A, tp=5, ts=5, x0=19980264, x1=5
B, tp=5, ts=5, x0=781833240, x1=811602420
B, tp=5, ts=5, x0=570271826, x1=400160766
B, tp=5, ts=5, x0=17782277, x1=46774246
B, tp=5, ts=5, x0=8559716, x1=277517567
B, tp=5, ts=5, x0=597058737, x1=100405668
C, tp=5, ts=5, x0=925960843, x1=1000005
B, tp=5, ts=5, x0=637337935, x1=989277641
B, tp=5, ts=5, x0=156657679, x1=276340797
B, tp=5, ts=5, x0=829852292, x1=844663201
B, tp=5, ts=5, x0=851428999, x1=145926278
B, tp=5, ts=5, x0=433022159, x1=434561396
B, tp=5, ts=5, x0=727915653, x1=462670858
C, tp=5, ts=5, x0=627243125, x1=1000001
B, tp=5, ts=5, x0=990629579, x1=809475858
A, tp=5, ts=5, x0=745130855, x1=4
B, tp=5, ts=5, x0=94320341, x1=519460488
C, tp=5, ts=5, x0=553556177, x1=1000002
B, tp=5, ts=5, x0=329810402, x1=397044992
A, tp=5, ts=5, x0=31026194, x1=5
C, tp=5, ts=5, x0=153455207, x1=1000001
B, tp=5, ts=5, x0=842154622, x1=629813264
B, tp=5, ts=5, x0=431928743, x1=885702266
A, tp=5, ts=5, x0=424136809, x1=4
B, tp=5, ts=5, x0=166670363, x1=149972974
C, tp=5, ts=5, x0=666308265, x1=1000001
C, tp=5, ts=5, x0=686206070, x1=1000002
C, tp=5, ts=5, x0=219324875, x1=1000001
B, tp=5, ts=5, x0=184778945, x1=827613940
B, tp=5, ts=5, x0=366046786, x1=315282863
B, tp=5, ts=5, x0=575798932, x1=513212536
A, tp=5, ts=5, x0=752879284, x1=13
C, tp=5, ts=5, x0=193068135, x1=1000001
B, tp=5, ts=5, x0=389088200, x1=447011284
B, tp=5, ts=5, x0=770211418, x1=245442094
B, tp=5, ts=5, x0=200096068, x1=52825781
B, tp=5, ts=5, x0=309975539, x1=699433343
B, tp=5, ts=5, x0=274732797, x1=207924897
C, tp=5, ts=5, x0=405818300, x1=1000001
B, tp=5, ts=5, x0=324231016, x1=433290390
B, tp=5, ts=5, x0=494324620, x1=920769426
C, tp=5, ts=5, x0=262669053, x1=1000001
C, tp=5, ts=5, x0=305974143, x1=1000001
C, tp=5, ts=5, x0=597398755, x1=1000002
C, tp=5, ts=5, x0=30578488, x1=1000002
B, tp=5, ts=5, x0=904033596, x1=347933610
B, tp=5, ts=5, x0=751637373, x1=934262493
C, tp=5, ts=5, x0=632571554, x1=1000003
B, tp=5, ts=5, x0=413441223, x1=63973748
B, tp=5, ts=5, x0=409441439, x1=876872416
B, tp=5, ts=5, x0=119906819, x1=867479106
A, tp=5, ts=5, x0=38264356, x1=7
A, tp=5, ts=5, x0=441490463, x1=9682487
B, tp=5, ts=5, x0=441490463, x1=580628402
B, tp=5, ts=5, x0=733692601, x1=998901015
B, tp=5, ts=5, x0=247598190, x1=474595809
C, tp=5, ts=5, x0=118587270, x1=1000001
C, tp=5, ts=5, x0=684494489, x1=1000003
C, tp=5, ts=5, x0=807950750, x1=1000004
B, tp=5, ts=5, x0=104119353, x1=841332515
B, tp=5, ts=5, x0=97455266, x1=980646090
A, tp=5, ts=5, x0=967955470, x1=60
C, tp=5, ts=5, x0=865330776, x1=1000001
B, tp=5, ts=5, x0=967955470, x1=636304951
B, tp=5, ts=5, x0=753012186, x1=870030813
C, tp=5, ts=5, x0=698799040, x1=1000003
B, tp=5, ts=5, x0=347573308, x1=432106144
C, tp=5, ts=5, x0=325213806, x1=1000001
B, tp=5, ts=5, x0=715121617, x1=484253910
B, tp=5, ts=5, x0=988747228, x1=232050136
B, tp=5, ts=5, x0=469604517, x1=737598104
B, tp=5, ts=5, x0=222834146, x1=578530586
A, tp=5, ts=5, x0=539691410, x1=17801859
B, tp=5, ts=5, x0=540298212, x1=900778768
C, tp=5, ts=5, x0=922377128, x1=1000002
B, tp=5, ts=5, x0=764705328, x1=400112528
B, tp=5, ts=5, x0=62441920, x1=881326040
B, tp=5, ts=5, x0=992231180, x1=176259681
B, tp=5, ts=5, x0=568731809, x1=641504053
C, tp=5, ts=5, x0=105239570, x1=1000007
C, tp=5, ts=5, x0=158264211, x1=1000003
A, tp=5, ts=5, x0=229783891, x1=6
A, tp=5, ts=5, x0=743498152, x1=9
C, tp=5, ts=5, x0=484593247, x1=1000001
C, tp=5, ts=5, x0=846238896, x1=1000001
C, tp=5, ts=5, x0=463389682, x1=1000001
C, tp=5, ts=5, x0=758184855, x1=1000001
B, tp=5, ts=5, x0=280733123, x1=554771142
B, tp=5, ts=5, x0=270451355, x1=391444844
B, tp=5, ts=5, x0=121638665, x1=239709841
B, tp=5, ts=5, x0=296588137, x1=937194171
C, tp=5, ts=5, x0=128757586, x1=1000001
C, tp=5, ts=5, x0=83361002, x1=1000001
C, tp=5, ts=5, x0=549779893, x1=1000001
B, tp=5, ts=5, x0=974246749, x1=285436062
B, tp=5, ts=5, x0=501761172, x1=14525477
C, tp=5, ts=5, x0=200660176, x1=1000002
C, tp=5, ts=5, x0=742474046, x1=1000001
B, tp=5, ts=5, x0=155881374, x1=98203130
B, tp=5, ts=5, x0=72200617, x1=448583707
C, tp=5, ts=5, x0=43757019, x1=1000001
B, tp=5, ts=5, x0=127684098, x1=148105159
A, tp=5, ts=5, x0=536765148, x1=4335
C, tp=5, ts=5, x0=401426804, x1=1000001
B, tp=5, ts=5, x0=868430106, x1=656762464
B, tp=5, ts=5, x0=108312323, x1=236023672
C, tp=5, ts=5, x0=146432316, x1=1000001
B, tp=5, ts=5, x0=106691601, x1=757242630
C, tp=5, ts=5, x0=562116890, x1=1000034
B, tp=5, ts=5, x0=204768141, x1=336222025
B, tp=5, ts=5, x0=75833591, x1=144343919
C, tp=5, ts=5, x0=847676071, x1=1000001
B, tp=5, ts=5, x0=383122803, x1=178122521
B, tp=5, ts=5, x0=36724642, x1=976805104
C, tp=5, ts=5, x0=709665222, x1=1000001
C, tp=5, ts=5, x0=339546283, x1=1000003
B, tp=5, ts=5, x0=532251898, x1=602037621
C, tp=5, ts=5, x0=353408080, x1=1000001
B, tp=5, ts=5, x0=917048882, x1=294391470
A, tp=5, ts=5, x0=361821891, x1=44
A, tp=5, ts=5, x0=139182926, x1=4
C, tp=5, ts=5, x0=315355687, x1=1000001
C, tp=5, ts=5, x0=557569018, x1=1000001
B, tp=5, ts=5, x0=418296545, x1=722012843
B, tp=5, ts=5, x0=544241955, x1=871560337
C, tp=5, ts=5, x0=811248389, x1=1000001
B, tp=5, ts=5, x0=351083412, x1=460606371
C, tp=5, ts=5, x0=150643005, x1=1000001
C, tp=5, ts=5, x0=910121253, x1=1000006
C, tp=5, ts=5, x0=132011427, x1=1000001
C, tp=5, ts=5, x0=778783342, x1=1000001
B, tp=5, ts=5, x0=817166764, x1=787690505
B, tp=5, ts=5, x0=869112620, x1=126996072
C, tp=5, ts=5, x0=898938736, x1=1000002
B, tp=5, ts=5, x0=861878671, x1=996157226
B, tp=5, ts=5, x0=57204700, x1=84196830
B, tp=5, ts=5, x0=881370066, x1=987041231
B, tp=5, ts=5, x0=731378602, x1=133087235
C, tp=5, ts=5, x0=763648295, x1=1000001
C, tp=5, ts=5, x0=681974198, x1=1000011
C, tp=5, ts=5, x0=937544952, x1=1000006
B, tp=5, ts=5, x0=394998953, x1=662366560
B, tp=5, ts=5, x0=190568084, x1=351111703
B, tp=5, ts=5, x0=69474093, x1=582766368
C, tp=5, ts=5, x0=871756971, x1=1000002
C, tp=5, ts=5, x0=496528044, x1=1000003
A, tp=5, ts=5, x0=763284982, x1=6
C, tp=5, ts=5, x0=324652786, x1=1000001
B, tp=5, ts=5, x0=243834184, x1=670970524
B, tp=5, ts=5, x0=659109303, x1=177588387
B, tp=5, ts=5, x0=773064159, x1=331744752
C, tp=5, ts=5, x0=511536060, x1=1000001
B, tp=5, ts=5, x0=741594481, x1=552636787
B, tp=5, ts=5, x0=858391478, x1=97373544
C, tp=5, ts=5, x0=48561553, x1=1000003
C, tp=5, ts=5, x0=316056356, x1=1000369
B, tp=5, ts=5, x0=48351235, x1=385936748
B, tp=5, ts=5, x0=397249632, x1=725917325
B, tp=5, ts=5, x0=702062677, x1=60634443
C, tp=5, ts=5, x0=581429483, x1=1000001
B, tp=5, ts=5, x0=8729217, x1=400071651
B, tp=5, ts=5, x0=396601695, x1=872802470
B, tp=5, ts=5, x0=942105712, x1=145070920
B, tp=5, ts=5, x0=742784363, x1=974541735
C, tp=5, ts=5, x0=183519865, x1=1000003
B, tp=5, ts=5, x0=991637303, x1=809117315
B, tp=5, ts=5, x0=840403397, x1=95685092
C, tp=5, ts=5, x0=711216844, x1=1000002
B, tp=5, ts=5, x0=331223494, x1=811015088
C, tp=5, ts=5, x0=39947818, x1=1000001
C, tp=5, ts=5, x0=807239869, x1=1000001
B, tp=5, ts=5, x0=320857280, x1=844233711
A, tp=5, ts=5, x0=638455128, x1=4
B, tp=5, ts=5, x0=933531086, x1=325599583
A, tp=5, ts=5, x0=717332011, x1=7
B, tp=5, ts=5, x0=665974284, x1=177371364
C, tp=5, ts=5, x0=317267483, x1=1000001
C, tp=5, ts=5, x0=248820912, x1=1000001
B, tp=5, ts=5, x0=127940719, x1=355469520
C, tp=5, ts=5, x0=432843985, x1=1000001
B, tp=5, ts=5, x0=721513561, x1=534707357
C, tp=5, ts=5, x0=402383803, x1=1000001
B, tp=5, ts=5, x0=890402046, x1=578325157
B, tp=5, ts=5, x0=126422110, x1=763853569
B, tp=5, ts=5, x0=904607806, x1=649113586
C, tp=5, ts=5, x0=506559671, x1=1000001
B, tp=5, ts=5, x0=917247502, x1=344416551
C, tp=5, ts=5, x0=732342596, x1=1000001
C, tp=5, ts=5, x0=111761666, x1=1000003
B, tp=5, ts=5, x0=631606041, x1=212882420
C, tp=5, ts=5, x0=744572214, x1=1000001
C, tp=5, ts=5, x0=442039306, x1=1000001
C, tp=5, ts=5, x0=721187251, x1=1000001
B, tp=5, ts=5, x0=288897148, x1=404364714
A, tp=5, ts=5, x0=88317542, x1=9
C, tp=5, ts=5, x0=207909232, x1=1000001
C, tp=5, ts=5, x0=331909779, x1=1000001
C, tp=5, ts=5, x0=287100416, x1=1000004
B, tp=5, ts=5, x0=876033048, x1=873984613
C, tp=5, ts=5, x0=99975020, x1=1000001
C, tp=5, ts=5, x0=406581865, x1=1000001
C, tp=5, ts=5, x0=464264503, x1=1000020
C, tp=5, ts=5, x0=126160436, x1=1000001
C, tp=5, ts=5, x0=86103979, x1=1000001
C, tp=5, ts=5, x0=899262845, x1=1000001
C, tp=5, ts=5, x0=733930240, x1=1000001
C, tp=5, ts=5, x0=579541860, x1=1000003
C, tp=5, ts=5, x0=537079511, x1=1000001
B, tp=5, ts=5, x0=947707361, x1=646102650
B, tp=5, ts=5, x0=643588577, x1=3205690
C, tp=5, ts=5, x0=998545604, x1=1000001
B, tp=5, ts=5, x0=165740566, x1=779897468
B, tp=5, ts=5, x0=893937737, x1=29602785
A, tp=5, ts=5, x0=313060624, x1=5
B, tp=5, ts=5, x0=318864745, x1=78286839
B, tp=5, ts=5, x0=163879396, x1=614067697
C, tp=5, ts=5, x0=614508771, x1=1000001
C, tp=5, ts=5, x0=550567244, x1=1000001
C, tp=5, ts=5, x0=119315392, x1=1000001
B, tp=5, ts=5, x0=563141644, x1=614238242
B, tp=5, ts=5, x0=737758845, x1=62727807
A, tp=5, ts=5, x0=704653211, x1=20
B, tp=5, ts=5, x0=752151953, x1=806917043
B, tp=5, ts=5, x0=285696613, x1=189515868
B, tp=5, ts=5, x0=864511052, x1=336105105
B, tp=5, ts=5, x0=128563807, x1=206831978
B, tp=5, ts=5, x0=224792765, x1=552255612
B, tp=5, ts=5, x0=995284761, x1=240962370
B, tp=5, ts=5, x0=588247814, x1=64269325
B, tp=5, ts=5, x0=424673159, x1=452786839
C, tp=5, ts=5, x0=723319047, x1=1000002
C, tp=5, ts=5, x0=103126161, x1=1000001
A, tp=5, ts=5, x0=410192206, x1=74
C, tp=5, ts=5, x0=629685106, x1=1000001
C, tp=5, ts=5, x0=52950440, x1=1000001
B, tp=5, ts=5, x0=378349187, x1=827443810
B, tp=5, ts=5, x0=886560143, x1=498724339
B, tp=5, ts=5, x0=19390815, x1=257248626
C, tp=5, ts=5, x0=359093827, x1=1000001
B, tp=5, ts=5, x0=767029806, x1=737389969
C, tp=5, ts=5, x0=394204094, x1=1000002
B, tp=5, ts=5, x0=539105944, x1=558798397
C, tp=5, ts=5, x0=838940906, x1=1000002
C, tp=5, ts=5, x0=284443475, x1=1000001
B, tp=5, ts=5, x0=100913859, x1=828583255
C, tp=5, ts=5, x0=144124136, x1=1000001
B, tp=5, ts=5, x0=302094023, x1=957860321
C, tp=5, ts=5, x0=444924847, x1=1000001
B, tp=5, ts=5, x0=223571649, x1=469962318
B, tp=5, ts=5, x0=389296453, x1=409146986
B, tp=5, ts=5, x0=11030882, x1=475410531
C, tp=5, ts=5, x0=553944770, x1=1000001
B, tp=5, ts=5, x0=45125744, x1=327735811
C, tp=5, ts=5, x0=952156638, x1=1000001
C, tp=5, ts=5, x0=360786887, x1=1000012
C, tp=5, ts=5, x0=198918949, x1=1000001
B, tp=5, ts=5, x0=796630313, x1=580554815
C, tp=5, ts=5, x0=423945498, x1=1000005
B, tp=5, ts=5, x0=15873371, x1=608272892
B, tp=5, ts=5, x0=401926020, x1=652065587
C, tp=5, ts=5, x0=813662601, x1=1000001
B, tp=5, ts=5, x0=645905050, x1=466513861
C, tp=5, ts=5, x0=584196230, x1=1000001
B, tp=5, ts=5, x0=282909475, x1=924026411
C, tp=5, ts=5, x0=409156141, x1=1000001
B, tp=5, ts=5, x0=704514495, x1=60043124
B, tp=5, ts=5, x0=581182010, x1=594443858
C, tp=5, ts=5, x0=147904680, x1=1000001
B, tp=5, ts=5, x0=759797926, x1=668212744
C, tp=5, ts=5, x0=826311515, x1=1000001
C, tp=5, ts=5, x0=364665889, x1=1000003
B, tp=5, ts=5, x0=722048800, x1=352676750
B, tp=5, ts=5, x0=190491052, x1=114551303
A, tp=5, ts=5, x0=717255241, x1=4
C, tp=5, ts=5, x0=51707998, x1=1000001
B, tp=5, ts=5, x0=46158803, x1=216886117
B, tp=5, ts=5, x0=30520830, x1=837365234
B, tp=5, ts=5, x0=268802144, x1=966237057
A, tp=5, ts=5, x0=962377980, x1=11
C, tp=5, ts=5, x0=240490805, x1=1000003
B, tp=5, ts=5, x0=247327128, x1=458304096
B, tp=5, ts=5, x0=41729132, x1=888381620
C, tp=5, ts=5, x0=337857915, x1=1000002
B, tp=5, ts=5, x0=725125237, x1=945327996
B, tp=5, ts=5, x0=698337532, x1=941642585
B, tp=5, ts=5, x0=854218016, x1=159617235
B, tp=5, ts=5, x0=25340189, x1=912758222
B, tp=5, ts=5, x0=640606258, x1=69697277
C, tp=5, ts=5, x0=590652749, x1=1000002
C, tp=5, ts=5, x0=365470263, x1=1000001
C, tp=5, ts=5, x0=941454193, x1=1000026
C, tp=5, ts=5, x0=104472071, x1=1000001
B, tp=5, ts=5, x0=973149865, x1=513449934
A, tp=5, ts=5, x0=966067134, x1=4
B, tp=5, ts=5, x0=718902424, x1=942119516
C, tp=5, ts=5, x0=173722566, x1=1000001
C, tp=5, ts=5, x0=756052489, x1=1000002
B, tp=5, ts=5, x0=515522740, x1=107713716
C, tp=5, ts=5, x0=602191794, x1=1000001
C, tp=5, ts=5, x0=615257017, x1=1000005
C, tp=5, ts=5, x0=418137039, x1=1000002
C, tp=5, ts=5, x0=787218681, x1=1000011
B, tp=5, ts=5, x0=260725817, x1=194914958
B, tp=5, ts=5, x0=979288391, x1=504404854
C, tp=5, ts=5, x0=531668022, x1=1000001
C, tp=5, ts=5, x0=590368469, x1=1000001
C, tp=5, ts=5, x0=814563388, x1=1000002
B, tp=5, ts=5, x0=154901977, x1=830761501
C, tp=5, ts=5, x0=38029940, x1=1000001
A, tp=5, ts=5, x0=83954833, x1=21098739
C, tp=5, ts=5, x0=767290698, x1=1000002
B, tp=5, ts=5, x0=506528100, x1=178809855
B, tp=5, ts=5, x0=969432586, x1=820394956
C, tp=5, ts=5, x0=342181596, x1=1000006
B, tp=5, ts=5, x0=369073791, x1=172727263
B, tp=5, ts=5, x0=70873582, x1=964712427
A, tp=5, ts=5, x0=669784722, x1=10
C, tp=5, ts=5, x0=974691692, x1=1000001
B, tp=5, ts=5, x0=599524994, x1=348070977
C, tp=5, ts=5, x0=153480719, x1=1000012
C, tp=5, ts=5, x0=430742271, x1=1000001
B, tp=5, ts=5, x0=82778510, x1=162040771
A, tp=5, ts=5, x0=873173340, x1=4
C, tp=5, ts=5, x0=495203615, x1=1000001
B, tp=5, ts=5, x0=953711562, x1=683983127
C, tp=5, ts=5, x0=671500903, x1=1000002
C, tp=5, ts=5, x0=195539025, x1=1000007
C, tp=5, ts=5, x0=63742484, x1=1000007
B, tp=5, ts=5, x0=986273917, x1=450692418
C, tp=5, ts=5, x0=924260998, x1=1000001
A, tp=5, ts=5, x0=753860327, x1=447412003
A, tp=5, ts=5, x0=102730577, x1=6
B, tp=5, ts=5, x0=695889184, x1=770989657
B, tp=5, ts=5, x0=135475957, x1=429111490
B, tp=5, ts=5, x0=567116508, x1=382364817
B, tp=5, ts=5, x0=673546846, x1=313887666
C, tp=5, ts=5, x0=643341790, x1=1000002
B, tp=5, ts=5, x0=919754253, x1=721845187
C, tp=5, ts=5, x0=521380275, x1=1000001
C, tp=5, ts=5, x0=725565860, x1=1000002
C, tp=5, ts=5, x0=186759554, x1=1000004
B, tp=5, ts=5, x0=428677589, x1=234191435
C, tp=5, ts=5, x0=470514340, x1=1000001
C, tp=5, ts=5, x0=626038518, x1=1000001
C, tp=5, ts=5, x0=522637177, x1=1000001
B, tp=5, ts=5, x0=334112425, x1=116172362
A, tp=5, ts=5, x0=272705719, x1=6
C, tp=5, ts=5, x0=378774296, x1=1000003
C, tp=5, ts=5, x0=501061133, x1=1000046
B, tp=5, ts=5, x0=272705719, x1=202436787
C, tp=5, ts=5, x0=906432567, x1=1000001
C, tp=5, ts=5, x0=643277672, x1=1000001
B, tp=5, ts=5, x0=259795791, x1=54873690
B, tp=5, ts=5, x0=332686414, x1=17224316
B, tp=5, ts=5, x0=389842165, x1=743100068
C, tp=5, ts=5, x0=835877617, x1=1000001
B, tp=5, ts=5, x0=464200397, x1=521973970
C, tp=5, ts=5, x0=543067986, x1=1000001
